record_id,production_date,quarter,department,day_name,team_no,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
956,2015-02-26,Quarter4,Finishing,Thursday,12,0.8,4.6,,3780,0,0,0,0,9.0,0.590617
957,2015-02-26,Quarter4,Finishing,Thursday,2,0.7,3.9,,960,0,0,0,0,8.0,0.556562
958,2015-02-26,Quarter4,Sewing,Thursday,4,0.8,30.1,437.0,7080,32,0,0,2,59.0,0.495618
959,2015-02-26,Quarter4,Sewing,Thursday,5,0.35,27.48,413.0,6840,38,0,0,1,57.0,0.449965
960,2015-02-26,Quarter4,Finishing,Thursday,10,0.7,2.9,,3360,0,0,0,0,8.0,0.410833
961,2015-02-26,Quarter4,Finishing,Thursday,9,0.75,2.9,,960,0,0,0,0,8.0,0.407813
962,2015-02-26,Quarter4,Sewing,Thursday,1,0.35,26.66,1164.0,6600,23,0,0,2,55.0,0.378895
963,2015-02-26,Quarter4,Finishing,Thursday,8,0.75,4.6,,3360,0,0,0,0,8.0,0.376597
964,2015-02-26,Quarter4,Finishing,Thursday,6,0.75,2.9,,3360,0,0,0,0,8.0,0.271875
965,2015-02-28,Quarter4,Finishing,Saturday,3,0.8,4.6,,6300,0,0,0,0,15.0,0.921704
966,2015-02-28,Quarter4,Finishing,Saturday,5,0.8,4.6,,7560,0,0,0,0,18.0,0.921605
967,2015-02-28,Quarter4,Sewing,Saturday,11,0.8,11.61,954.0,0,50,0,0,2,58.0,0.800779
968,2015-02-28,Quarter4,Sewing,Saturday,12,0.8,15.26,1194.0,1700,62,0,0,0,34.0,0.800261
969,2015-02-28,Quarter4,Sewing,Saturday,7,0.8,30.1,644.0,840,38,0,0,1,59.0,0.799983
970,2015-02-28,Quarter4,Finishing,Saturday,1,0.5,3.94,,3360,0,0,0,0,8.0,0.768847
971,2015-02-28,Quarter4,Sewing,Saturday,3,0.75,29.4,1144.0,4440,45,0,0,2,57.0,0.750717
972,2015-02-28,Quarter4,Sewing,Saturday,6,0.75,18.79,1012.0,3960,45,0,0,0,33.0,0.750651
973,2015-02-28,Quarter4,Sewing,Saturday,8,0.75,29.4,792.0,4560,56,0,0,2,58.0,0.750426
974,2015-02-28,Quarter4,Sewing,Saturday,9,0.75,18.79,841.0,6240,45,0,0,1,52.0,0.750396
975,2015-02-28,Quarter4,Sewing,Saturday,10,0.7,21.82,1448.0,6120,40,0,0,1,51.0,0.700237
976,2015-02-28,Quarter4,Sewing,Saturday,2,0.7,30.33,512.0,4560,0,0,0,1,58.0,0.700211
977,2015-02-28,Quarter4,Finishing,Saturday,12,0.8,4.6,,3780,0,0,0,0,9.0,0.590617
978,2015-02-28,Quarter4,Finishing,Saturday,2,0.7,3.9,,960,0,0,0,0,8.0,0.556562
979,2015-02-28,Quarter4,Sewing,Saturday,5,0.5,27.48,609.0,6840,30,0,0,1,57.0,0.550404
980,2015-02-28,Quarter4,Sewing,Saturday,1,0.5,26.66,1448.0,6840,30,0,0,2,57.0,0.55035
981,2015-02-28,Quarter4,Sewing,Saturday,4,0.5,26.66,556.0,6960,23,0,0,2,58.0,0.500258
982,2015-02-28,Quarter4,Finishing,Saturday,10,0.7,2.9,,3360,0,0,0,0,8.0,0.410833
983,2015-02-28,Quarter4,Finishing,Saturday,9,0.75,2.9,,960,0,0,0,0,8.0,0.407813
984,2015-02-28,Quarter4,Finishing,Saturday,8,0.75,4.6,,3360,0,0,0,0,8.0,0.376597
985,2015-02-28,Quarter4,Finishing,Saturday,6,0.75,2.9,,3360,0,0,0,0,8.0,0.271875
986,2015-03-01,Quarter1,Finishing,Sunday,3,0.8,4.6,,10500,0,0,0,0,25.0,0.936356
987,2015-03-01,Quarter1,Finishing,Sunday,8,0.75,4.6,,3360,0,0,0,0,8.0,0.813611
988,2015-03-01,Quarter1,Sewing,Sunday,12,0.8,15.26,1106.0,4080,63,0,0,0,34.0,0.800402
989,2015-03-01,Quarter1,Sewing,Sunday,8,0.75,29.4,622.0,6240,56,0,0,0,57.0,0.75075
990,2015-03-01,Quarter1,Sewing,Sunday,6,0.75,18.79,1193.0,3960,45,0,0,0,33.0,0.750651
991,2015-03-01,Quarter1,Sewing,Sunday,3,0.75,29.4,1143.0,6840,45,0,0,0,57.0,0.750474
992,2015-03-01,Quarter1,Sewing,Sunday,9,0.75,18.79,895.0,6240,34,0,0,0,52.0,0.750396
993,2015-03-01,Quarter1,Sewing,Sunday,5,0.6,27.48,549.0,6720,38,0,0,0,56.0,0.707446
994,2015-03-01,Quarter1,Sewing,Sunday,10,0.7,21.82,1393.0,5640,30,0,0,0,52.0,0.700237
995,2015-03-01,Quarter1,Sewing,Sunday,1,0.6,26.66,1578.0,6840,38,0,0,0,57.0,0.70002
996,2015-03-01,Quarter1,Sewing,Sunday,2,0.7,30.33,254.0,1800,0,0,0,0,58.0,0.683551
997,2015-03-01,Quarter1,Sewing,Sunday,11,0.8,11.61,347.0,0,50,4,20,0,57.0,0.682433
998,2015-03-01,Quarter1,Finishing,Sunday,4,0.6,3.94,,960,0,0,0,0,8.0,0.673083
999,2015-03-01,Quarter1,Finishing,Sunday,10,0.7,2.9,,3360,0,0,0,0,8.0,0.664583
1000,2015-03-01,Quarter1,Sewing,Sunday,4,0.6,26.66,692.0,6840,23,0,0,0,57.0,0.60024
1001,2015-03-01,Quarter1,Finishing,Sunday,2,0.7,3.9,,960,0,0,0,0,8.0,0.585
1002,2015-03-01,Quarter1,Sewing,Sunday,7,0.8,30.1,934.0,6960,0,3,15,0,58.0,0.579512
1003,2015-03-01,Quarter1,Finishing,Sunday,1,0.6,3.94,,3360,0,0,0,0,8.0,0.448722
1004,2015-03-01,Quarter1,Finishing,Sunday,9,0.75,2.9,,960,0,0,0,0,8.0,0.447083
1005,2015-03-01,Quarter1,Finishing,Sunday,7,0.8,4.6,,3360,0,0,0,0,8.0,0.350417
1006,2015-03-02,Quarter1,Finishing,Monday,2,0.7,3.9,,1200,0,0,0,0,10.0,0.92885
1007,2015-03-02,Quarter1,Finishing,Monday,3,0.8,4.6,,10080,0,0,0,0,24.0,0.86037
1008,2015-03-02,Quarter1,Finishing,Monday,4,0.65,3.94,,960,0,0,0,0,8.0,0.806879
1009,2015-03-02,Quarter1,Sewing,Monday,1,0.65,26.66,1527.0,6840,65,0,0,0,57.0,0.80058
1010,2015-03-02,Quarter1,Sewing,Monday,12,0.8,15.26,1035.0,4080,63,0,0,0,34.0,0.800402
1011,2015-03-02,Quarter1,Finishing,Monday,9,0.75,2.9,,1200,0,0,0,0,10.0,0.8004
1012,2015-03-02,Quarter1,Sewing,Monday,11,0.8,11.61,632.0,0,50,0,0,0,57.0,0.800309
1013,2015-03-02,Quarter1,Sewing,Monday,3,0.8,29.4,1231.0,4680,50,0,0,0,57.0,0.80015
1014,2015-03-02,Quarter1,Sewing,Monday,7,0.8,30.1,616.0,7080,0,0,0,0,59.0,0.800116
1015,2015-03-02,Quarter1,Finishing,Monday,8,0.75,4.6,,3360,0,0,0,0,8.0,0.773333
1016,2015-03-02,Quarter1,Sewing,Monday,6,0.75,18.79,947.0,2880,34,0,0,0,33.0,0.750797
1017,2015-03-02,Quarter1,Sewing,Monday,8,0.75,29.4,551.0,6840,45,0,0,0,57.0,0.750474
1018,2015-03-02,Quarter1,Sewing,Monday,9,0.75,18.79,935.0,6240,45,0,0,0,52.0,0.750396
1019,2015-03-02,Quarter1,Sewing,Monday,4,0.65,26.66,832.0,6780,55,0,0,0,57.0,0.750255
1020,2015-03-02,Quarter1,Sewing,Monday,5,0.65,27.48,544.0,6720,34,0,0,0,56.0,0.700904
1021,2015-03-02,Quarter1,Sewing,Monday,10,0.7,21.82,1511.0,3600,30,0,0,0,51.0,0.700136
1022,2015-03-02,Quarter1,Finishing,Monday,10,0.7,2.9,,3360,0,0,0,0,8.0,0.632361
1023,2015-03-02,Quarter1,Finishing,Monday,12,0.8,4.6,,3780,0,0,0,0,9.0,0.607654
1024,2015-03-02,Quarter1,Finishing,Monday,1,0.65,3.94,,3360,0,0,0,0,8.0,0.537919
1025,2015-03-02,Quarter1,Finishing,Monday,7,0.8,4.6,,3360,0,0,0,0,8.0,0.342361
1026,2015-03-03,Quarter1,Finishing,Tuesday,7,0.8,4.6,,4200,0,0,0,0,10.0,0.999533
1027,2015-03-03,Quarter1,Finishing,Tuesday,3,0.8,4.6,,6300,0,0,0,0,15.0,0.902963
1028,2015-03-03,Quarter1,Sewing,Tuesday,11,0.8,11.41,601.0,0,50,0,0,0,56.0,0.800702
1029,2015-03-03,Quarter1,Sewing,Tuesday,1,0.7,26.66,1562.0,6960,60,0,0,0,58.0,0.800566
1030,2015-03-03,Quarter1,Sewing,Tuesday,12,0.8,15.26,983.0,4080,50,0,0,0,34.0,0.800402
1031,2015-03-03,Quarter1,Sewing,Tuesday,3,0.8,29.4,1156.0,6840,50,0,0,0,57.0,0.800333
1032,2015-03-03,Quarter1,Sewing,Tuesday,7,0.8,30.1,29.0,7080,50,0,0,0,59.0,0.800116
1033,2015-03-03,Quarter1,Sewing,Tuesday,4,0.7,26.66,950.0,6960,50,0,0,0,58.0,0.75077
1034,2015-03-03,Quarter1,Sewing,Tuesday,8,0.75,29.4,534.0,6840,56,0,0,0,57.0,0.750474
1035,2015-03-03,Quarter1,Sewing,Tuesday,9,0.75,18.79,1096.0,6240,34,0,0,0,52.0,0.750396
1036,2015-03-03,Quarter1,Sewing,Tuesday,6,0.75,20.2,402.0,3120,45,0,0,0,33.0,0.750213
1037,2015-03-03,Quarter1,Finishing,Tuesday,8,0.75,4.6,,3360,0,0,0,0,8.0,0.702778
1038,2015-03-03,Quarter1,Sewing,Tuesday,5,0.7,27.48,573.0,6840,30,0,0,0,57.0,0.70066
1039,2015-03-03,Quarter1,Sewing,Tuesday,10,0.7,21.82,1313.0,5040,30,0,0,0,51.0,0.699984
1040,2015-03-03,Quarter1,Finishing,Tuesday,12,0.8,4.6,,3780,0,0,0,0,9.0,0.636049
1041,2015-03-03,Quarter1,Finishing,Tuesday,2,0.4,3.9,,6300,0,0,0,0,15.0,0.567378
1042,2015-03-03,Quarter1,Finishing,Tuesday,1,0.7,3.94,,3360,0,0,0,0,8.0,0.555431
1043,2015-03-03,Quarter1,Finishing,Tuesday,4,0.7,3.94,,3360,0,0,0,0,8.0,0.555431
1044,2015-03-03,Quarter1,Finishing,Tuesday,10,0.7,2.9,,3360,0,0,0,0,8.0,0.463194
1045,2015-03-03,Quarter1,Finishing,Tuesday,5,0.7,4.6,,3360,0,0,0,0,8.0,0.354444
1046,2015-03-03,Quarter1,Finishing,Tuesday,6,0.75,2.9,,3360,0,0,0,0,8.0,0.309333
1047,2015-03-03,Quarter1,Sewing,Tuesday,2,0.4,15.28,157.0,5400,0,6,30,1,45.0,0.30277
1048,2015-03-04,Quarter1,Finishing,Wednesday,3,0.8,4.6,,1200,0,0,0,0,10.0,0.939167
1049,2015-03-04,Quarter1,Finishing,Wednesday,8,0.8,4.6,,960,0,0,0,0,8.0,0.930417
1050,2015-03-04,Quarter1,Finishing,Wednesday,12,0.8,4.6,,1080,0,0,0,0,9.0,0.885926
1051,2015-03-04,Quarter1,Finishing,Wednesday,9,0.75,2.9,,960,0,0,0,0,8.0,0.83375
1052,2015-03-04,Quarter1,Finishing,Wednesday,1,0.7,3.94,,960,0,0,0,0,8.0,0.806879
1053,2015-03-04,Quarter1,Finishing,Wednesday,4,0.7,3.94,,960,0,0,0,0,8.0,0.806058
1054,2015-03-04,Quarter1,Sewing,Wednesday,11,0.8,11.41,433.0,0,38,0,0,0,56.0,0.800702
1055,2015-03-04,Quarter1,Sewing,Wednesday,12,0.8,15.26,961.0,4080,50,0,0,0,34.0,0.800402
1056,2015-03-04,Quarter1,Sewing,Wednesday,3,0.8,29.4,1169.0,6840,63,0,0,0,57.0,0.800333
1057,2015-03-04,Quarter1,Sewing,Wednesday,7,0.8,30.1,874.0,3960,50,0,0,0,59.0,0.800056
1058,2015-03-04,Quarter1,Sewing,Wednesday,4,0.7,26.82,1028.0,6960,60,0,0,0,58.0,0.799976
1059,2015-03-04,Quarter1,Sewing,Wednesday,1,0.7,26.82,1772.0,6960,50,0,0,0,58.0,0.750652
1060,2015-03-04,Quarter1,Sewing,Wednesday,9,0.75,18.79,1206.0,6240,34,0,0,0,52.0,0.750396
1061,2015-03-04,Quarter1,Sewing,Wednesday,5,0.7,27.48,586.0,6960,40,0,0,0,58.0,0.700424
1062,2015-03-04,Quarter1,Sewing,Wednesday,10,0.7,21.82,1334.0,5760,30,0,0,0,53.0,0.700058
1063,2015-03-04,Quarter1,Finishing,Wednesday,7,0.8,4.6,,8400,0,0,0,0,20.0,0.684889
1064,2015-03-04,Quarter1,Finishing,Wednesday,5,0.7,4.6,,960,0,0,0,0,8.0,0.592083
1065,2015-03-04,Quarter1,Finishing,Wednesday,2,0.5,3.9,,960,0,0,0,0,8.0,0.540313
1066,2015-03-04,Quarter1,Sewing,Wednesday,8,0.8,29.4,30.0,6840,0,0,0,0,57.0,0.433263
1067,2015-03-04,Quarter1,Sewing,Wednesday,2,0.5,15.28,261.0,5520,0,0,0,1,46.0,0.404145
1068,2015-03-04,Quarter1,Sewing,Wednesday,6,0.75,18.79,52.0,3960,0,0,0,0,33.0,0.332146
1069,2015-03-05,Quarter1,Finishing,Thursday,8,0.8,4.6,,2640,0,0,0,0,22.0,0.980985
1070,2015-03-05,Quarter1,Finishing,Thursday,2,0.6,3.9,,960,0,0,0,0,8.0,0.950625
1071,2015-03-05,Quarter1,Finishing,Thursday,11,0.8,2.9,,1200,0,0,0,0,10.0,0.927292
1072,2015-03-05,Quarter1,Finishing,Thursday,12,0.8,4.6,,1080,0,0,0,0,9.0,0.868889
1073,2015-03-05,Quarter1,Finishing,Thursday,1,0.7,3.94,,960,0,0,0,0,8.0,0.812625
1074,2015-03-05,Quarter1,Finishing,Thursday,4,0.7,3.94,,960,0,0,0,0,8.0,0.812625
1075,2015-03-05,Quarter1,Finishing,Thursday,3,0.8,4.6,,1800,0,0,0,0,15.0,0.810111
1076,2015-03-05,Quarter1,Sewing,Thursday,11,0.8,11.41,455.0,3420,50,0,0,0,56.0,0.800702
1077,2015-03-05,Quarter1,Sewing,Thursday,3,0.8,29.4,797.0,1800,63,0,0,0,57.0,0.800535
1078,2015-03-05,Quarter1,Sewing,Thursday,12,0.8,15.26,959.0,4080,50,0,0,0,34.0,0.800402
1079,2015-03-05,Quarter1,Sewing,Thursday,1,0.7,26.82,1373.0,6960,50,0,0,0,58.0,0.750652
1080,2015-03-05,Quarter1,Sewing,Thursday,9,0.75,18.79,1228.0,6240,45,0,0,0,52.0,0.750396
1081,2015-03-05,Quarter1,Sewing,Thursday,4,0.7,26.82,1117.0,7080,50,0,0,0,59.0,0.750051
1082,2015-03-05,Quarter1,Sewing,Thursday,5,0.7,27.48,230.0,6960,40,0,0,0,58.0,0.700424
1083,2015-03-05,Quarter1,Sewing,Thursday,10,0.7,21.82,1390.0,6000,30,0,0,0,50.0,0.700422
1084,2015-03-05,Quarter1,Sewing,Thursday,2,0.6,15.28,529.0,1320,0,0,0,1,46.0,0.600099
1085,2015-03-05,Quarter1,Finishing,Thursday,9,0.75,2.9,,960,0,0,0,0,8.0,0.453125
1086,2015-03-05,Quarter1,Sewing,Thursday,7,0.8,30.1,834.0,1200,0,4,40,0,59.0,0.366054
1087,2015-03-05,Quarter1,Sewing,Thursday,6,0.35,22.53,1450.0,2640,0,0,0,1,39.0,0.263694
1088,2015-03-07,Quarter1,Finishing,Saturday,12,0.8,4.6,,1080,0,0,0,0,9.0,0.868889
1089,2015-03-07,Quarter1,Sewing,Saturday,12,0.8,15.26,986.0,4080,75,0,0,0,34.0,0.850521
1090,2015-03-07,Quarter1,Sewing,Saturday,1,0.7,26.82,1267.0,8160,70,0,0,0,58.0,0.850045
1091,2015-03-07,Quarter1,Finishing,Saturday,7,0.8,4.6,,6000,0,0,0,0,25.0,0.825444
1092,2015-03-07,Quarter1,Finishing,Saturday,5,0.35,3.94,,2400,0,0,0,0,10.0,0.80575
1093,2015-03-07,Quarter1,Sewing,Saturday,4,0.7,26.82,1195.0,6960,60,0,0,0,58.0,0.800747
1094,2015-03-07,Quarter1,Sewing,Saturday,3,0.8,29.4,983.0,6840,63,0,0,1,57.0,0.800579
1095,2015-03-07,Quarter1,Sewing,Saturday,11,0.8,11.41,471.0,3420,50,0,0,0,58.0,0.800035
1096,2015-03-07,Quarter1,Finishing,Saturday,6,0.5,2.9,,960,0,0,0,0,8.0,0.7975
1097,2015-03-07,Quarter1,Sewing,Saturday,9,0.75,18.79,1226.0,3480,45,0,0,0,51.0,0.749987
1098,2015-03-07,Quarter1,Sewing,Saturday,10,0.7,21.82,1251.0,6000,30,0,0,0,50.0,0.700422
1099,2015-03-07,Quarter1,Finishing,Saturday,1,0.7,3.94,,960,0,0,0,0,8.0,0.664875
1100,2015-03-07,Quarter1,Finishing,Saturday,4,0.7,3.94,,960,0,0,0,0,8.0,0.664875
1101,2015-03-07,Quarter1,Finishing,Saturday,11,0.8,2.9,,960,0,0,0,0,8.0,0.657083
1102,2015-03-07,Quarter1,Sewing,Saturday,2,0.65,16.1,626.0,4200,0,0,0,1,45.0,0.65024
1103,2015-03-07,Quarter1,Finishing,Saturday,8,0.8,4.6,,3600,0,0,0,0,15.0,0.590741
1104,2015-03-07,Quarter1,Finishing,Saturday,2,0.65,3.9,,1920,0,0,0,0,8.0,0.528125
1105,2015-03-07,Quarter1,Sewing,Saturday,6,0.5,23.41,1379.0,2280,0,0,0,1,39.0,0.500528
1106,2015-03-07,Quarter1,Sewing,Saturday,5,0.7,27.48,541.0,6960,24,0,0,1,58.0,0.40896
1107,2015-03-08,Quarter2,Finishing,Sunday,3,0.8,4.6,,1440,0,0,0,0,12.0,0.951944
1108,2015-03-08,Quarter2,Finishing,Sunday,12,0.8,4.6,,1080,0,0,0,0,9.0,0.945556
1109,2015-03-08,Quarter2,Finishing,Sunday,9,0.75,2.9,,1080,0,0,0,0,9.0,0.929074
1110,2015-03-08,Quarter2,Finishing,Sunday,1,0.75,3.94,,960,0,0,0,0,8.0,0.890604
1111,2015-03-08,Quarter2,Finishing,Sunday,4,0.75,3.94,,960,0,0,0,0,8.0,0.890604
1112,2015-03-08,Quarter2,Finishing,Sunday,2,0.7,3.9,,1200,0,0,0,0,10.0,0.884
1113,2015-03-08,Quarter2,Finishing,Sunday,5,0.5,3.94,,960,0,0,0,0,8.0,0.857917
1114,2015-03-08,Quarter2,Sewing,Sunday,4,0.75,26.82,1082.0,6840,65,0,0,0,57.0,0.850084
1115,2015-03-08,Quarter2,Sewing,Sunday,1,0.75,26.82,1254.0,6960,65,0,0,0,58.0,0.850071
1116,2015-03-08,Quarter2,Sewing,Sunday,3,0.8,30.1,1278.0,3360,50,0,0,1,57.0,0.800511
1117,2015-03-08,Quarter2,Sewing,Sunday,12,0.8,15.26,1064.0,4080,63,0,0,0,34.0,0.800402
1118,2015-03-08,Quarter2,Sewing,Sunday,11,0.8,11.41,313.0,3420,50,0,0,0,58.0,0.800035
1119,2015-03-08,Quarter2,Finishing,Sunday,11,0.8,2.9,,960,0,0,0,0,8.0,0.755208
1120,2015-03-08,Quarter2,Sewing,Sunday,9,0.75,18.79,1239.0,5640,45,0,0,0,52.0,0.750372
1121,2015-03-08,Quarter2,Sewing,Sunday,10,0.7,21.82,1335.0,6000,30,0,0,0,50.0,0.700422
1122,2015-03-08,Quarter2,Sewing,Sunday,2,0.7,16.1,928.0,4800,30,0,0,1,45.0,0.700106
1123,2015-03-08,Quarter2,Sewing,Sunday,6,0.6,23.41,1266.0,2520,23,0,0,1,38.0,0.601037
1124,2015-03-08,Quarter2,Sewing,Sunday,8,0.6,30.48,869.0,6720,0,0,0,1,56.0,0.600529
1125,2015-03-08,Quarter2,Sewing,Sunday,5,0.5,26.82,711.0,7080,23,0,0,1,59.0,0.500034
1126,2015-03-08,Quarter2,Finishing,Sunday,8,0.6,3.9,,960,0,0,0,0,8.0,0.450938
1127,2015-03-08,Quarter2,Finishing,Sunday,10,0.7,2.9,,960,0,0,0,0,8.0,0.441042
1128,2015-03-08,Quarter2,Finishing,Sunday,6,0.6,2.9,,960,0,0,0,0,8.0,0.271875
1129,2015-03-09,Quarter2,Finishing,Monday,11,0.8,2.9,,0,960,0,0,0,8.0,0.960625
1130,2015-03-09,Quarter2,Finishing,Monday,12,0.8,4.6,,0,1080,0,0,0,9.0,0.902963
1131,2015-03-09,Quarter2,Finishing,Monday,5,0.6,3.94,,0,2880,0,0,0,12.0,0.864343
1132,2015-03-09,Quarter2,Sewing,Monday,4,0.75,26.82,1079.0,7020,65,0,0,0,58.0,0.850446
1133,2015-03-09,Quarter2,Sewing,Monday,1,0.75,26.82,1322.0,7140,65,0,0,0,59.0,0.850427
1134,2015-03-09,Quarter2,Finishing,Monday,9,0.75,2.9,,0,3600,0,0,0,15.0,0.841
1135,2015-03-09,Quarter2,Sewing,Monday,3,0.8,30.1,964.0,5160,50,0,0,1,58.0,0.800842
1136,2015-03-09,Quarter2,Sewing,Monday,12,0.8,15.26,1132.0,4080,63,0,0,0,34.0,0.800402
1137,2015-03-09,Quarter2,Sewing,Monday,11,0.8,11.41,357.0,3420,50,0,0,0,58.0,0.800035
1138,2015-03-09,Quarter2,Finishing,Monday,3,0.8,4.6,,0,1440,0,0,0,12.0,0.795417
1139,2015-03-09,Quarter2,Finishing,Monday,4,0.75,3.94,,0,960,0,0,0,8.0,0.795388
1140,2015-03-09,Quarter2,Finishing,Monday,1,0.75,3.94,,0,960,0,0,0,8.0,0.794567
1141,2015-03-09,Quarter2,Sewing,Monday,9,0.75,18.79,1193.0,6240,45,0,0,0,52.0,0.750396
1142,2015-03-09,Quarter2,Sewing,Monday,2,0.7,16.1,817.0,5520,30,0,0,1,45.0,0.700516
1143,2015-03-09,Quarter2,Sewing,Monday,10,0.7,21.82,1576.0,6000,30,0,0,0,50.0,0.700422
1144,2015-03-09,Quarter2,Finishing,Monday,2,0.7,3.9,,0,1200,0,0,0,10.0,0.6825
1145,2015-03-09,Quarter2,Sewing,Monday,6,0.65,23.41,1262.0,4560,35,0,0,1,38.0,0.650962
1146,2015-03-09,Quarter2,Sewing,Monday,8,0.65,30.48,953.0,6720,26,0,0,1,56.0,0.650421
1147,2015-03-09,Quarter2,Sewing,Monday,5,0.6,26.82,919.0,7080,23,0,0,1,59.0,0.600041
1148,2015-03-09,Quarter2,Sewing,Monday,7,0.5,30.48,1161.0,6600,0,0,0,1,55.0,0.500611
1149,2015-03-09,Quarter2,Finishing,Monday,10,0.7,2.9,,0,960,0,0,0,8.0,0.477292
1150,2015-03-09,Quarter2,Finishing,Monday,8,0.65,3.9,,0,960,0,0,0,8.0,0.264062
1151,2015-03-10,Quarter2,Finishing,Tuesday,12,0.8,4.6,,1080,0,0,0,0,9.0,0.92
1152,2015-03-10,Quarter2,Finishing,Tuesday,5,0.6,3.94,,1440,0,0,0,0,12.0,0.909392
1153,2015-03-10,Quarter2,Sewing,Tuesday,1,0.75,26.82,1574.0,7080,75,0,0,0,59.0,0.900061
1154,2015-03-10,Quarter2,Finishing,Tuesday,3,0.8,4.6,,1440,0,0,0,0,12.0,0.894444
1155,2015-03-10,Quarter2,Finishing,Tuesday,4,0.75,3.94,,960,0,0,0,0,8.0,0.881575
1156,2015-03-10,Quarter2,Finishing,Tuesday,1,0.75,3.94,,960,0,0,0,0,8.0,0.880754
1157,2015-03-10,Quarter2,Sewing,Tuesday,4,0.75,26.82,1104.0,5880,65,0,0,0,59.0,0.850084
1158,2015-03-10,Quarter2,Finishing,Tuesday,9,0.75,2.9,,1800,0,0,0,0,15.0,0.821667
1159,2015-03-10,Quarter2,Sewing,Tuesday,12,0.8,15.26,1069.0,4080,63,0,0,0,34.0,0.800402
1160,2015-03-10,Quarter2,Sewing,Tuesday,3,0.8,30.1,756.0,6960,63,0,0,1,58.0,0.800072
1161,2015-03-10,Quarter2,Sewing,Tuesday,11,0.8,11.41,338.0,3420,50,0,0,0,58.0,0.800035
1162,2015-03-10,Quarter2,Finishing,Tuesday,11,0.8,2.9,,960,0,0,0,0,8.0,0.758229
1163,2015-03-10,Quarter2,Sewing,Tuesday,10,0.75,21.82,1499.0,6000,34,0,0,0,50.0,0.750608
1164,2015-03-10,Quarter2,Sewing,Tuesday,9,0.75,18.79,1247.0,6240,45,0,0,0,52.0,0.750396
1165,2015-03-10,Quarter2,Finishing,Tuesday,2,0.7,3.9,,960,0,0,0,0,8.0,0.741
1166,2015-03-10,Quarter2,Sewing,Tuesday,8,0.7,30.48,923.0,6840,30,0,0,1,57.0,0.700505
1167,2015-03-10,Quarter2,Sewing,Tuesday,6,0.7,23.41,1180.0,4560,30,0,0,1,38.0,0.700247
1168,2015-03-10,Quarter2,Sewing,Tuesday,2,0.7,16.1,957.0,5400,40,0,0,1,45.0,0.700052
1169,2015-03-10,Quarter2,Sewing,Tuesday,5,0.65,26.82,1001.0,7080,26,0,0,1,59.0,0.650044
1170,2015-03-10,Quarter2,Sewing,Tuesday,7,0.6,30.48,1017.0,6840,25,0,0,1,57.0,0.630403
1171,2015-03-10,Quarter2,Finishing,Tuesday,8,0.65,3.9,,960,0,0,0,0,8.0,0.560625
1172,2015-03-10,Quarter2,Finishing,Tuesday,7,0.5,3.9,,960,0,0,0,0,8.0,0.560625
1173,2015-03-10,Quarter2,Finishing,Tuesday,10,0.7,2.9,,960,0,0,0,0,8.0,0.39875
1174,2015-03-11,Quarter2,Finishing,Wednesday,12,0.8,4.6,,2160,0,0,0,0,9.0,0.92284
1175,2015-03-11,Quarter2,Finishing,Wednesday,11,0.8,2.9,,2400,0,0,0,0,10.0,0.874028
1176,2015-03-11,Quarter2,Finishing,Wednesday,2,0.75,3.9,,1920,0,0,0,0,8.0,0.819271
1177,2015-03-11,Quarter2,Finishing,Wednesday,4,0.75,3.94,,1920,0,0,0,0,8.0,0.813309
1178,2015-03-11,Quarter2,Finishing,Wednesday,1,0.75,3.94,,1920,0,0,0,0,8.0,0.812625
1179,2015-03-11,Quarter2,Sewing,Wednesday,12,0.8,15.26,470.0,4080,63,0,0,0,34.0,0.800402
1180,2015-03-11,Quarter2,Sewing,Wednesday,3,0.8,30.1,735.0,6960,63,0,0,1,58.0,0.800072
1181,2015-03-11,Quarter2,Sewing,Wednesday,11,0.8,11.41,560.0,3420,50,0,0,0,58.0,0.800035
1182,2015-03-11,Quarter2,Finishing,Wednesday,3,0.8,4.6,,1920,0,0,0,0,8.0,0.786632
1183,2015-03-11,Quarter2,Finishing,Wednesday,5,0.7,3.94,,1440,0,0,0,0,12.0,0.75885
1184,2015-03-11,Quarter2,Sewing,Wednesday,10,0.75,21.82,1674.0,6000,34,0,0,0,50.0,0.750608
1185,2015-03-11,Quarter2,Sewing,Wednesday,9,0.75,18.79,290.0,5040,45,0,0,0,52.0,0.750347
1186,2015-03-11,Quarter2,Sewing,Wednesday,2,0.75,16.1,971.0,5400,45,0,0,1,45.0,0.750141
1187,2015-03-11,Quarter2,Sewing,Wednesday,1,0.75,26.82,1322.0,7080,45,0,0,0,59.0,0.750051
1188,2015-03-11,Quarter2,Sewing,Wednesday,4,0.75,26.82,1054.0,7080,45,0,0,0,59.0,0.750051
1189,2015-03-11,Quarter2,Sewing,Wednesday,5,0.7,26.82,992.0,6960,30,0,0,1,58.0,0.700557
1190,2015-03-11,Quarter2,Sewing,Wednesday,8,0.7,30.48,914.0,6840,30,0,0,1,57.0,0.700505
1191,2015-03-11,Quarter2,Sewing,Wednesday,6,0.7,23.41,1128.0,4560,40,0,0,1,38.0,0.700247
1192,2015-03-11,Quarter2,Sewing,Wednesday,7,0.65,30.48,935.0,6840,26,0,0,1,57.0,0.650596
